Timestamp (Elapsed time in seconds),PID,FPS,FPS 1(%) Low,Render Latency(MSec),Average PC Latency(MSec),CPU Utilization(%),GPU1 Utilization(%),GPU1 Temperature(Degrees celsius),GPU1 Frequency(MHz),GPU1 Memory Frequency(MHz),GPU1 Voltage(Milli Volts),GPU1 Fan1 Speed (RPM),GPU1 Fan2 Speed (RPM),GPU2 Utilization(%),GPU2 Temperature(Degrees celsius),GPU2 Frequency(MHz),GPU2 Memory Frequency(MHz),GPU2 Voltage(Milli Volts),GPU2 Fan1 Speed (RPM),GPU2 Fan2 Speed (RPM),
0.000,16540,166.606,136.091,4.328,16.317,31.000,46.000,45.000,2715.000,8500.000,1.070,902.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.138,16540,166.606,136.091,4.328,16.317,28.000,44.000,45.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.646,16540,166.283,123.378,4.333,15.398,32.000,45.000,45.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.154,16540,166.283,123.378,4.333,15.398,28.000,43.000,44.000,2715.000,8500.000,1.070,899.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.664,16540,166.244,114.611,4.333,14.631,25.000,41.000,45.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.172,16540,166.087,126.029,4.320,17.195,28.000,1.000,45.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.685,16540,166.087,126.029,4.320,17.195,54.000,5.000,41.000,2715.000,8500.000,1.070,902.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3.190,16540,166.087,126.029,4.320,17.195,49.000,18.000,42.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3.701,16540,92.415,3.879,5.407,17.264,43.000,18.000,41.000,2565.000,8500.000,1.000,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4.209,16540,92.415,3.879,5.407,17.264,41.000,19.000,41.000,2565.000,8500.000,1.000,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4.720,16540,165.555,66.081,0.791,8.824,57.000,16.000,41.000,2565.000,8500.000,1.000,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5.227,16540,99.887,21.210,0.767,16.785,41.000,16.000,41.000,2565.000,8500.000,1.000,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5.740,16540,99.887,21.210,0.767,16.785,45.000,21.000,41.000,1365.000,8500.000,0.875,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6.249,16540,140.302,28.235,1.040,13.104,82.000,14.000,40.000,1230.000,5000.000,0.875,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6.759,16540,140.302,28.235,1.040,13.104,76.000,23.000,40.000,1095.000,5000.000,0.875,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7.270,16540,121.781,20.276,0.507,20.866,68.000,26.000,39.000,1020.000,5000.000,0.875,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7.781,16540,121.781,20.276,0.507,20.866,53.000,50.000,39.000,1215.000,810.000,0.875,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.301,16540,166.783,54.220,1.006,15.356,40.000,21.000,39.000,1455.000,8500.000,0.875,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.810,16540,166.783,54.220,1.006,15.356,41.000,21.000,39.000,1455.000,8500.000,0.875,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.319,16540,166.875,60.339,0.857,9.341,44.000,22.000,39.000,1455.000,8500.000,0.875,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.829,16540,166.875,60.339,0.857,9.341,41.000,20.000,39.000,930.000,5000.000,0.875,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.338,16540,165.234,67.204,0.581,8.503,48.000,24.000,39.000,840.000,5000.000,0.875,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.845,16540,165.234,67.204,0.581,8.503,44.000,24.000,39.000,780.000,5000.000,0.875,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11.358,16540,165.094,65.246,1.074,9.268,66.000,21.000,39.000,705.000,5000.000,0.875,900.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11.864,16540,165.094,65.246,1.074,9.268,52.000,22.000,38.000,645.000,810.000,0.875,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12.380,16540,124.068,27.759,0.423,11.840,43.000,27.000,38.000,585.000,810.000,0.875,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12.899,16540,124.068,27.759,0.423,11.840,41.000,52.000,38.000,1125.000,810.000,0.875,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13.410,16540,68.694,7.156,5.116,22.057,35.000,41.000,38.000,1215.000,810.000,0.875,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13.918,16540,68.694,7.156,5.116,22.057,36.000,21.000,39.000,1365.000,8500.000,0.875,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14.428,16540,117.648,28.338,0.990,23.946,49.000,23.000,39.000,1365.000,8500.000,0.875,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14.938,16540,117.648,28.338,0.990,23.946,49.000,98.000,42.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15.446,16540,117.023,17.723,1.153,21.274,39.000,62.000,45.000,2715.000,8500.000,1.070,898.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15.956,16540,117.023,17.723,1.153,21.274,37.000,61.000,46.000,2715.000,8500.000,1.070,898.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16.465,16540,167.084,39.512,7.414,24.733,38.000,61.000,45.000,2715.000,8500.000,1.070,898.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16.976,16540,167.084,39.512,7.414,24.733,36.000,61.000,44.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17.488,16540,166.340,126.947,7.750,23.098,40.000,61.000,46.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17.997,16540,166.340,126.947,7.750,23.098,39.000,61.000,46.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18.506,16540,166.010,105.143,7.633,23.752,40.000,63.000,45.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19.015,16540,166.010,105.143,7.633,23.752,39.000,62.000,45.000,2715.000,8500.000,1.070,902.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19.524,16540,166.646,98.888,7.195,23.803,37.000,61.000,46.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20.037,16540,166.646,98.888,7.195,23.803,65.000,56.000,45.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20.551,16540,142.288,14.556,7.369,24.886,82.000,60.000,46.000,2715.000,8500.000,1.070,898.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.058,16540,142.288,14.556,7.369,24.886,73.000,69.000,45.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.566,16540,144.526,46.201,13.488,45.608,63.000,60.000,45.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.076,16540,144.526,46.201,13.488,45.608,67.000,56.000,45.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.584,16540,146.813,74.699,10.770,41.622,60.000,48.000,43.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23.097,16540,146.813,74.699,10.770,41.622,54.000,47.000,43.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23.602,16540,117.039,55.286,8.802,47.360,54.000,45.000,44.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24.115,16540,117.039,55.286,8.802,47.360,57.000,41.000,44.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24.621,16540,113.142,64.622,9.962,48.684,57.000,51.000,45.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25.134,16540,113.142,64.622,9.962,48.684,59.000,50.000,44.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25.642,16540,109.665,45.375,10.308,48.898,67.000,61.000,46.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26.154,16540,109.665,45.375,10.308,48.898,69.000,59.000,46.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26.661,16540,120.184,68.312,15.968,46.717,62.000,76.000,46.000,2715.000,8500.000,1.070,901.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27.174,16540,120.184,68.312,15.968,46.717,63.000,70.000,46.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27.680,16540,130.825,60.155,12.430,45.417,62.000,78.000,48.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28.192,16540,130.825,60.155,12.430,45.417,62.000,66.000,47.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28.751,16540,138.381,52.964,10.228,44.268,61.000,65.000,47.000,2715.000,8500.000,1.070,899.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29.271,16540,138.381,52.964,10.228,44.268,64.000,79.000,46.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29.778,16540,137.783,81.955,10.760,45.412,67.000,81.000,47.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30.291,16540,137.783,81.955,10.760,45.412,67.000,86.000,48.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30.798,16540,155.715,90.728,11.760,41.843,63.000,80.000,47.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31.311,16540,155.715,90.728,11.760,41.843,64.000,79.000,48.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31.834,16540,154.394,78.481,10.969,40.391,63.000,75.000,48.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32.344,16540,154.394,78.481,10.969,40.391,63.000,78.000,48.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32.852,16540,138.480,72.076,11.664,43.310,62.000,80.000,48.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33.359,16540,138.480,72.076,11.664,43.310,62.000,72.000,48.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33.873,16540,154.831,91.081,10.119,42.406,62.000,75.000,48.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34.380,16540,144.928,80.892,10.561,43.538,62.000,78.000,48.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34.891,16540,144.928,80.892,10.561,43.538,60.000,72.000,49.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35.399,16540,144.928,80.892,10.561,43.538,58.000,71.000,49.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35.915,16540,144.257,53.531,12.019,42.541,62.000,75.000,49.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36.422,16540,148.192,74.108,10.851,42.700,61.000,80.000,49.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36.934,16540,148.192,74.108,10.851,42.700,59.000,73.000,48.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37.446,16540,151.251,82.130,10.675,43.157,60.000,76.000,49.000,2715.000,8500.000,1.070,900.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37.954,16540,151.251,82.130,10.675,43.157,62.000,81.000,48.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38.464,16540,151.251,82.130,10.675,43.157,61.000,80.000,49.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38.971,16540,154.356,90.752,10.473,40.843,61.000,78.000,49.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39.480,16540,151.317,89.112,11.246,39.418,60.000,77.000,49.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39.992,16540,151.317,89.112,11.246,39.418,65.000,79.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40.500,16540,142.131,78.841,11.112,43.668,63.000,78.000,49.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41.011,16540,142.131,78.841,11.112,43.668,66.000,77.000,50.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41.520,16540,153.366,98.601,10.661,43.321,79.000,75.000,49.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42.032,16540,153.366,98.601,10.661,43.321,76.000,86.000,50.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42.540,16540,127.100,51.313,12.952,48.111,74.000,86.000,51.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43.050,16540,127.100,51.313,12.952,48.111,71.000,74.000,49.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43.565,16540,146.468,90.426,11.587,46.438,64.000,85.000,51.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44.086,16540,146.468,90.426,11.587,46.438,62.000,75.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44.609,16540,152.052,73.614,11.559,44.344,64.000,82.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45.115,16540,152.052,73.614,11.559,44.344,59.000,82.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45.631,16540,149.412,87.573,11.267,40.758,60.000,81.000,49.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46.136,16540,149.412,87.573,11.267,40.758,59.000,68.000,50.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46.663,16540,151.564,100.132,10.473,38.469,59.000,77.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47.172,16540,151.564,100.132,10.473,38.469,60.000,77.000,50.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47.686,16540,141.743,81.798,10.680,39.170,62.000,87.000,50.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48.192,16540,141.743,81.798,10.680,39.170,66.000,88.000,51.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48.714,16540,168.404,90.258,9.801,37.135,62.000,87.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49.224,16540,168.404,90.258,9.801,37.135,63.000,78.000,51.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49.733,16540,185.698,112.580,8.983,34.421,64.000,82.000,51.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50.244,16540,185.698,112.580,8.983,34.421,60.000,76.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50.753,16540,186.640,102.650,8.861,34.017,61.000,75.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51.265,16540,186.640,102.650,8.861,34.017,61.000,78.000,50.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51.775,16540,187.873,75.174,8.954,34.520,59.000,86.000,50.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52.288,16540,187.873,75.174,8.954,34.520,60.000,83.000,51.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52.806,16540,186.525,100.446,9.255,33.378,59.000,89.000,51.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53.315,16540,186.525,100.446,9.255,33.378,57.000,86.000,50.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53.826,16540,198.630,116.447,8.644,31.725,59.000,83.000,51.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54.334,16540,198.630,116.447,8.644,31.725,61.000,90.000,52.000,2700.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54.847,16540,201.451,105.684,9.663,30.144,59.000,90.000,51.000,2700.000,8500.000,1.070,900.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55.369,16540,201.451,105.684,9.663,30.144,58.000,84.000,51.000,2700.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55.876,16540,214.074,140.667,8.134,29.635,51.000,53.000,49.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56.385,16540,214.074,140.667,8.134,29.635,83.000,74.000,49.000,2715.000,8500.000,1.070,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56.899,16540,145.407,11.009,8.537,35.261,82.000,70.000,47.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57.406,16540,145.407,11.009,8.537,35.261,68.000,66.000,49.000,2700.000,8500.000,1.065,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57.913,16540,130.794,48.834,11.591,50.714,66.000,55.000,47.000,2700.000,8500.000,1.065,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58.425,16540,130.794,48.834,11.591,50.714,63.000,64.000,49.000,2700.000,8500.000,1.065,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58.935,16540,136.634,58.058,13.013,47.288,63.000,64.000,49.000,2700.000,8500.000,1.065,900.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59.444,16540,136.634,58.058,13.013,47.288,75.000,39.000,48.000,2715.000,8500.000,1.070,899.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
59.952,16540,118.966,52.116,9.826,49.140,70.000,49.000,48.000,2715.000,8500.000,1.070,901.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
